customer_id,tenure_months,subscription_tier,monthly_charges,login_frequency_monthly,feature_usage_pct,support_tickets_90d,payment_delays_12m,discount_count,nps_score,email_open_rate,last_activity_days,churned,engagement_score,is_high_value,has_payment_issues,is_heavy_support_user,is_inactive,clv_estimate,risk_score_baseline,churn_probability,risk_tier,duration_days,event_observed,predicted_days_until_churn
CUST_001725,28,Enterprise,325.74,15,23.7,1,1,2,5,0.69,12,0,45.91,1,1,0,0,7296.576000000001,51.227000000000004,0.48909113830734685,Medium,120,0,102
CUST_001726,1,Basic,31.63,13,27.4,0,2,1,6,0.35,1,0,40.22,0,1,0,0,25.304000000000002,52.934,0.5822199234329108,High,120,0,93
CUST_001727,17,Basic,31.84,16,3.3,2,1,1,7,0.433,0,1,39.65,0,1,0,0,433.024,43.105000000000004,0.5337654809318779,High,57,1,96
CUST_001728,120,Standard,83.86,11,8.3,2,0,2,7,0.581,2,0,39.11,0,0,0,0,8050.560000000001,18.267,0.1174740187605502,Low,120,0,111
CUST_001729,40,Enterprise,280.35,21,41.4,0,0,1,6,0.512,11,0,55.66,1,0,0,0,8971.2,23.302,0.26096313810441685,Medium,120,0,107
CUST_001730,22,Standard,74.45,11,28.2,0,0,2,10,0.334,1,0,46.14,0,0,0,0,1310.3200000000002,16.157999999999998,0.34319263507037356,Medium,120,0,104
CUST_001731,8,Standard,76.48,12,36.0,0,2,1,7,0.391,1,0,44.61999999999999,0,1,0,0,489.47200000000004,41.614000000000004,0.49383803959377803,Medium,120,0,97
CUST_001732,23,Basic,27.95,14,22.3,3,0,0,9,0.162,9,0,41.93,0,0,1,0,514.2800000000001,37.421,0.5134419636278775,High,120,0,99
CUST_001733,17,Basic,31.65,18,69.5,3,0,0,8,0.226,11,0,59.37,0,0,1,0,430.44,32.189,0.3540567410303531,Medium,120,0,103
CUST_001734,13,Premium,157.61,16,14.2,1,0,2,2,0.321,5,0,30.680000000000007,1,0,0,0,1639.1440000000002,30.796,0.6223019829563724,High,120,0,92
CUST_001735,3,Basic,30.3,19,72.5,3,1,1,7,0.446,1,0,63.669999999999995,0,1,1,0,72.72000000000001,55.899,0.3742089116202416,Medium,120,0,100
CUST_001736,52,Standard,74.04,25,9.1,0,0,2,8,0.575,12,0,55.230000000000004,0,0,0,0,3080.0640000000003,13.431,0.2686555509471341,Medium,120,0,109
CUST_001737,14,Enterprise,323.49,13,39.4,5,1,1,9,0.753,6,0,57.879999999999995,1,1,1,0,3623.0880000000006,57.636,0.5286854686707422,High,120,0,98
CUST_001738,5,Basic,30.9,16,39.0,2,0,1,7,0.513,18,1,51.96000000000001,0,0,0,1,123.60000000000001,29.412,0.5127831540616584,High,18,1,96
CUST_001739,11,Premium,138.98,20,31.8,1,0,1,9,0.496,1,1,57.46,1,0,0,0,1223.0240000000001,12.762,0.35226633105283056,Medium,50,1,103
CUST_001740,12,Basic,31.15,19,33.3,3,1,3,8,0.192,1,0,48.83,0,1,1,0,299.03999999999996,60.351,0.4809237545486322,Medium,120,0,97
CUST_001741,42,Standard,75.4,12,8.2,2,1,0,5,0.606,1,0,36.58,0,1,0,0,2533.4400000000005,54.026,0.44697006229337344,Medium,120,0,101
CUST_001742,31,Basic,26.57,17,33.5,1,0,2,7,0.719,1,0,55.43,0,0,0,0,658.936,13.370999999999999,0.31150000989150545,Medium,120,0,106
CUST_001743,35,Premium,153.67,17,12.2,2,0,0,8,0.245,11,0,41.56,1,0,0,0,4302.76,17.532,0.428840160243275,Medium,120,0,102
CUST_001744,1,Standard,81.43,19,17.8,2,1,2,8,0.32,0,1,46.74,0,1,0,0,65.144,40.977999999999994,0.5230480143849398,High,7,1,94
CUST_001745,12,Standard,72.6,17,24.5,2,0,0,3,0.544,11,0,41.23,0,0,0,0,696.96,27.631000000000004,0.6052658497189429,High,120,0,95
CUST_001746,15,Standard,76.14,23,34.7,1,1,0,5,0.76,7,0,58.61000000000001,0,1,0,0,913.68,47.417,0.4093326692749327,Medium,120,0,103
CUST_001747,1,Basic,31.86,17,13.0,4,0,1,8,0.258,17,1,42.06,0,0,1,1,25.488,52.382,0.6937247671988347,High,7,1,85
CUST_001748,7,Premium,154.32,20,4.1,3,0,1,7,0.371,4,1,42.65,1,0,1,0,864.192,37.205,0.6382341951395684,High,30,1,93
CUST_001749,34,Standard,82.64,14,37.0,1,0,1,1,0.203,2,0,31.160000000000004,0,0,0,0,2247.8080000000004,30.651999999999997,0.4275082248503843,Medium,120,0,99
CUST_001750,3,Premium,140.44,24,54.1,2,1,0,8,0.303,16,0,62.29,1,1,0,1,337.05600000000004,51.313,0.3649353422868712,Medium,120,0,98
CUST_001751,18,Basic,26.56,14,49.6,3,0,0,3,0.683,0,0,48.54,0,0,1,0,382.464,45.438,0.48896538869846035,Medium,120,0,99
CUST_001752,5,Premium,142.35,12,33.5,2,1,1,4,0.523,17,0,40.510000000000005,1,1,0,1,569.4,67.84700000000001,0.6254359260345494,High,120,0,88
CUST_001753,1,Basic,27.54,13,43.8,3,0,2,9,0.32,6,0,50.54,0,0,1,0,22.032,34.838,0.5443118880304141,High,120,0,96
CUST_001754,6,Standard,74.81,17,39.5,2,1,0,6,0.341,1,1,47.67,0,1,0,0,359.088,50.699,0.45644180883293106,Medium,22,1,96
CUST_001755,89,Basic,27.22,11,41.0,1,2,2,1,0.483,2,0,34.96,0,1,0,0,1938.064,54.512,0.22980263713834098,Low,120,0,108
CUST_001756,38,Premium,151.23,14,45.8,1,1,2,0,0.512,6,0,37.98,1,1,0,0,4597.392,53.606,0.42218631943040685,Medium,120,0,101
CUST_001757,77,Basic,28.0,15,13.7,1,0,0,9,0.176,0,0,40.63,0,0,0,0,1724.8000000000002,17.810999999999996,0.1634495965291543,Low,120,0,109
CUST_001758,16,Premium,158.55,13,28.1,1,2,0,6,0.618,0,0,45.79,1,1,0,0,2029.4400000000003,51.263000000000005,0.5039277023364541,High,120,0,98
CUST_001759,2,Premium,139.58,14,72.3,1,1,0,7,0.446,5,0,58.60999999999999,1,1,0,0,223.32800000000003,37.417,0.3479775567941751,Medium,120,0,101
CUST_001760,19,Basic,28.79,12,25.5,2,0,0,6,0.027,0,1,32.19,0,0,0,0,437.608,30.343,0.4770080306079206,Medium,79,1,95
CUST_001761,14,Standard,71.32,18,30.6,3,1,1,5,0.39,10,0,44.98,0,1,1,0,798.784,71.506,0.593659784671936,High,120,0,95
CUST_001762,44,Basic,28.89,17,20.2,3,0,2,9,0.397,8,0,49.0,0,0,1,0,1016.9280000000001,35.3,0.3874716306876283,Medium,120,0,105
CUST_001763,2,Standard,71.98,17,52.8,5,0,1,9,0.621,18,1,63.260000000000005,0,0,1,1,115.168,46.022,0.5367635230602739,High,8,1,95
CUST_001764,16,Premium,163.24,11,17.4,1,1,1,10,0.474,12,0,45.7,1,1,0,0,2089.472,41.29,0.5073967979889918,High,120,0,101
CUST_001765,3,Premium,157.66,23,30.3,3,0,1,2,0.368,0,1,43.45,1,0,1,0,378.384,46.964999999999996,0.6081919488617943,High,15,1,89
CUST_001766,9,Standard,78.84,16,3.7,2,0,2,2,0.747,1,0,36.050000000000004,0,0,0,0,567.648,29.185,0.6774392460242262,High,120,0,91
CUST_001767,32,Basic,26.6,13,9.5,2,0,0,9,0.776,1,1,49.370000000000005,0,0,0,0,680.96,15.189,0.39932150951477546,Medium,119,1,104
CUST_001768,15,Standard,80.46,21,77.4,3,0,2,4,0.519,4,0,62.60000000000001,0,0,1,0,965.52,41.22,0.35545113058791683,Medium,120,0,102
CUST_001769,11,Basic,30.5,20,41.1,0,3,1,7,0.481,5,0,55.95,0,1,0,0,268.40000000000003,38.215,0.4754835361386191,Medium,120,0,100
CUST_001770,12,Premium,139.78,14,19.7,6,1,1,7,0.309,4,0,40.08999999999999,1,1,1,0,1341.8880000000001,62.973000000000006,0.6701511095663103,High,120,0,85
CUST_001771,14,Standard,80.08,23,14.7,0,0,0,8,0.583,1,0,55.06999999999999,0,0,0,0,896.896,13.479000000000001,0.37113094990651063,Medium,120,0,104
CUST_001772,36,Premium,158.36,17,32.7,0,1,0,1,0.376,17,0,36.33,1,1,0,1,4560.768000000001,69.101,0.42953183537535783,Medium,120,0,99
CUST_001773,53,Basic,30.56,13,45.6,2,0,2,6,0.451,0,0,47.7,0,0,0,0,1295.744,25.689999999999998,0.23458387502065173,Low,120,0,107
CUST_001774,74,Standard,83.79,18,5.1,1,1,0,7,0.307,0,0,39.669999999999995,0,1,0,0,4960.368,43.099000000000004,0.20731511432479477,Low,120,0,108
CUST_001775,37,Standard,84.99,14,22.6,4,0,0,4,0.289,9,0,34.56,0,0,1,0,2515.7039999999997,49.632,0.562424221932297,High,120,0,97
CUST_001776,9,Basic,31.54,19,15.2,3,2,1,9,0.261,2,0,46.78,0,1,1,0,227.08800000000002,60.966,0.6020158562777623,High,120,0,93
CUST_001777,27,Standard,77.51,20,47.7,1,1,0,8,0.388,9,0,58.07,0,1,0,0,1674.2160000000001,37.579,0.28148670548160304,Medium,120,0,105
CUST_001778,13,Premium,151.05,16,9.6,3,0,3,4,0.358,2,0,34.04,1,0,1,0,1570.92,49.788,0.6739562966291935,High,120,0,90
CUST_001779,7,Premium,157.66,5,19.3,2,3,0,8,0.566,5,1,38.11,1,1,0,0,882.896,43.567,0.7141067847238578,High,24,1,87
CUST_001780,44,Standard,82.11,8,12.1,1,0,0,6,0.488,14,0,33.39,0,0,0,0,2890.2720000000004,29.982999999999997,0.4862215350124272,Medium,120,0,103
CUST_001781,1,Standard,86.83,15,23.5,2,2,2,6,0.491,1,0,43.87,0,1,0,0,69.464,51.839,0.6331211622523798,High,120,0,90
CUST_001782,55,Basic,26.18,12,4.5,2,1,1,5,0.529,8,0,33.93000000000001,0,1,0,0,1151.92,54.821,0.4441290573208967,Medium,120,0,103
CUST_001783,14,Premium,144.68,13,29.5,2,0,2,8,0.385,11,1,45.550000000000004,1,0,0,0,1620.4160000000002,16.335,0.5153186565110123,High,64,1,99
CUST_001784,24,Basic,27.73,15,20.6,1,0,0,9,0.332,25,0,45.82000000000001,0,0,0,1,532.416,31.253999999999998,0.4670786418565546,Medium,120,0,101
CUST_001785,25,Enterprise,284.79,16,16.4,1,0,0,9,0.4,1,0,46.92000000000001,1,0,0,0,5695.800000000001,15.923999999999998,0.3629446556470724,Medium,120,0,103
CUST_001786,54,Standard,74.62,9,15.7,3,0,0,6,0.184,4,0,29.39,0,0,1,0,3223.5840000000007,51.183,0.4404612209370695,Medium,120,0,102
CUST_001787,24,Standard,82.3,16,17.4,5,0,0,8,0.377,2,0,44.760000000000005,0,0,1,0,1580.1599999999999,36.572,0.5341281104988659,High,120,0,97
CUST_001788,22,Enterprise,274.17,13,16.9,0,1,0,7,0.311,4,1,38.29,1,1,0,0,4825.392000000001,43.513,0.4412127761777238,Medium,80,1,100
CUST_001789,1,Basic,30.4,15,24.1,5,0,1,6,0.643,0,0,47.089999999999996,0,0,1,0,24.32,45.873000000000005,0.6678753049741191,High,120,0,89
CUST_001790,17,Standard,82.06,15,22.6,4,2,1,5,0.366,15,0,39.1,0,1,1,1,1116.016,88.27,0.6928677919153468,High,120,0,84
CUST_001791,3,Standard,75.06,18,5.2,2,0,0,3,0.302,2,1,31.6,0,0,0,0,180.144,30.52,0.6675854403417617,High,15,1,86
CUST_001792,32,Basic,27.57,12,10.0,3,2,1,4,0.509,31,1,33.18000000000001,0,1,1,1,705.792,90.04599999999999,0.7659407989516136,Critical,77,1,90
CUST_001793,17,Standard,81.04,16,8.0,0,1,2,7,0.375,4,1,39.900000000000006,0,1,0,0,1102.144,43.03,0.49671236202475005,Medium,61,1,100
CUST_001794,27,Premium,156.81,15,11.3,2,0,0,8,0.82,3,0,50.79,1,0,0,0,3387.096,14.763,0.4339749256684588,Medium,120,0,103
CUST_001795,1,Premium,160.22,18,40.8,1,1,0,1,0.221,4,1,36.660000000000004,1,1,0,0,128.17600000000002,54.001999999999995,0.570806126427993,High,7,1,88
CUST_001796,2,Basic,31.04,15,17.5,0,0,1,6,0.263,1,0,37.51,0,0,0,0,49.664,28.747,0.5406245203429825,High,120,0,95
CUST_001797,30,Enterprise,326.8,20,30.1,0,0,4,4,0.685,13,0,50.73000000000001,1,0,0,0,7843.200000000001,24.781,0.42257881864550695,Medium,120,0,105
CUST_001798,1,Basic,29.47,17,23.4,1,0,0,7,0.262,11,1,43.26,0,0,0,0,23.576,17.022000000000002,0.5667667115851311,High,7,1,96
CUST_001799,1,Basic,31.37,12,2.3,1,2,0,9,0.563,12,0,41.949999999999996,0,1,0,0,25.096000000000004,42.415,0.7064139771308912,High,120,0,93
CUST_001800,1,Basic,30.79,8,9.9,2,0,0,9,0.234,3,1,33.650000000000006,0,0,0,0,24.632,19.905,0.624685529127289,High,7,1,91
CUST_001801,75,Basic,31.29,17,20.1,4,1,1,9,0.424,3,0,49.51,0,1,1,0,1877.4,60.147,0.2350904589602707,Low,120,0,108
CUST_001802,32,Basic,26.17,17,8.9,3,1,0,9,0.434,22,0,46.35,0,1,1,1,669.9520000000001,76.095,0.5328657792529751,High,120,0,100
CUST_001803,10,Enterprise,326.86,13,11.3,1,2,0,7,0.551,5,0,41.410000000000004,1,1,0,0,2614.8800000000006,42.577,0.6144394856894773,High,120,0,94
CUST_001804,8,Standard,78.58,18,29.9,3,2,5,5,0.299,15,1,42.95,0,1,1,1,502.91200000000003,87.11500000000001,0.6901333256910198,High,21,1,85
CUST_001805,10,Basic,30.73,13,45.3,1,0,0,8,0.639,2,0,55.370000000000005,0,0,0,0,245.84000000000003,13.388999999999998,0.3764783501728308,Medium,120,0,103
CUST_001806,35,Basic,26.84,14,26.0,0,2,1,8,0.346,5,0,44.72,0,1,0,0,751.52,41.584,0.37903342907675125,Medium,120,0,104
CUST_001807,25,Premium,145.9,11,36.7,3,0,2,4,0.436,7,0,38.730000000000004,1,0,1,0,2918.0,48.381,0.5664539899406897,High,120,0,97
CUST_001808,4,Premium,142.19,18,19.2,2,0,0,4,0.741,0,0,46.58,1,0,0,0,455.00800000000004,26.026,0.5694127236005196,High,120,0,95
CUST_001809,4,Basic,27.79,27,33.8,3,2,0,3,0.893,15,0,61.00000000000001,0,1,1,1,88.928,81.7,0.6338249835719806,High,120,0,92
CUST_001810,2,Basic,26.81,17,19.5,5,1,0,7,0.514,4,1,47.129999999999995,0,1,1,0,42.896,60.861000000000004,0.669919976633967,High,7,1,88
CUST_001811,25,Basic,30.77,7,58.4,3,1,0,6,0.354,11,0,43.599999999999994,0,1,1,0,615.4000000000001,71.92,0.48607521936211967,Medium,120,0,99
CUST_001812,34,Basic,26.15,15,12.6,3,1,0,9,0.434,11,0,45.46,0,1,1,0,711.28,61.361999999999995,0.49958353675511435,Medium,120,0,102
CUST_001813,7,Basic,27.91,18,27.6,0,1,2,1,0.388,8,0,36.04,0,1,0,0,156.29600000000002,54.188,0.6055765210630673,High,120,0,93
CUST_001814,1,Standard,73.86,11,41.1,3,0,2,6,0.234,3,0,40.01,0,0,1,0,59.088,47.997,0.614144643593093,High,120,0,90
CUST_001815,2,Basic,29.52,9,15.3,2,0,0,9,0.237,5,0,36.33,0,0,0,0,47.232,19.101000000000003,0.6025720074952982,High,120,0,92
CUST_001816,82,Standard,75.12,18,29.7,3,0,0,10,0.429,11,0,55.489999999999995,0,0,1,0,4927.872,33.353,0.17469671993065128,Low,120,0,110
CUST_001817,8,Basic,27.6,20,43.7,2,1,0,8,0.131,0,0,51.73000000000001,0,1,0,0,176.64000000000001,39.480999999999995,0.3618810563080818,Medium,120,0,99
CUST_001818,35,Enterprise,298.3,11,30.6,1,1,0,9,0.491,11,1,48.0,1,1,0,0,8352.4,40.6,0.3568621042989694,Medium,119,1,105
CUST_001819,23,Enterprise,308.13,12,12.4,2,2,0,0,0.194,2,0,19.6,1,1,0,0,5669.592000000001,59.120000000000005,0.6953592965221775,High,120,0,119
CUST_001820,11,Standard,73.02,14,15.9,1,1,1,8,0.612,3,0,47.010000000000005,0,1,0,0,642.576,40.897,0.5007610751401029,High,120,0,100
CUST_001821,5,Standard,73.87,13,31.2,2,1,3,7,0.365,2,0,43.66,0,1,0,0,295.48,41.902,0.5331089886381231,High,120,0,94
CUST_001822,3,Standard,75.01,17,32.2,3,0,3,8,0.465,28,0,51.96000000000001,0,0,1,1,180.02400000000003,49.412,0.662505840249418,High,120,0,94
CUST_001823,22,Standard,86.49,20,33.0,6,1,2,6,0.62,8,0,54.29999999999999,0,1,1,0,1522.2240000000002,68.71000000000001,0.5674685006167128,High,120,0,96
CUST_001824,35,Premium,145.94,19,63.9,1,1,4,7,0.583,43,0,63.83,1,1,0,1,4086.3199999999997,50.851,0.3791283009328266,Medium,120,0,106
CUST_001825,24,Standard,80.56,14,48.0,3,1,1,5,0.163,0,0,41.66,0,1,1,0,1546.7520000000002,72.50200000000001,0.43721720361125854,Medium,120,0,97
CUST_001826,18,Premium,141.3,14,4.8,3,2,3,7,0.4,24,1,37.44,1,1,1,1,2034.7200000000003,78.768,0.756538762014803,Critical,47,1,87
CUST_001827,1,Enterprise,298.43,10,16.4,5,0,1,5,0.181,1,0,28.54,1,0,1,0,238.74400000000003,51.438,0.751219333004897,Critical,120,0,75
CUST_001828,82,Standard,72.27,14,31.2,4,0,1,5,0.376,0,0,40.879999999999995,0,0,1,0,4740.911999999999,47.736000000000004,0.23459937720465313,Low,120,0,107
CUST_001829,38,Standard,71.65,18,27.5,0,2,3,6,0.384,1,0,45.93000000000001,0,1,0,0,2178.1600000000003,51.221000000000004,0.353949294653847,Medium,120,0,104
CUST_001830,8,Basic,28.82,16,6.6,1,0,2,5,0.271,1,0,33.4,0,0,0,0,184.448,29.98,0.5962556426168625,High,120,0,93
CUST_001831,93,Basic,28.41,11,17.3,4,1,3,5,0.307,9,1,32.330000000000005,0,1,1,0,2113.704,75.301,0.31289612577614206,Medium,119,1,107
CUST_001832,22,Standard,73.26,11,43.4,3,1,1,9,0.43,7,0,50.62,0,1,1,0,1289.3760000000002,59.814,0.44895453666540885,Medium,120,0,101
CUST_001833,20,Basic,30.09,7,5.3,7,1,0,7,0.699,3,1,36.57,0,1,1,0,481.44,64.029,0.7374981878316378,High,62,1,85
CUST_001834,33,Premium,163.69,12,3.9,0,0,2,7,0.498,1,0,37.129999999999995,1,0,0,0,4321.416,18.861,0.43152404527690214,Medium,120,0,103
CUST_001835,40,Basic,28.39,9,38.4,1,0,0,7,0.291,3,0,40.339999999999996,0,0,0,0,908.48,17.898,0.3110775280828159,Medium,120,0,104
CUST_001836,25,Standard,80.97,16,4.4,0,1,1,5,0.715,23,0,41.620000000000005,0,1,0,1,1619.4,67.514,0.5732485575108188,High,120,0,100
CUST_001837,3,Standard,86.32,15,50.1,0,0,1,0,0.323,2,0,36.49,0,0,0,0,207.168,29.053,0.5301085136062993,High,120,0,93
CUST_001838,9,Premium,158.88,17,30.2,1,1,1,3,0.209,8,1,36.24,1,1,0,0,1143.9360000000001,54.128,0.5692473114529364,High,32,1,92
CUST_001839,63,Standard,78.42,13,18.6,1,1,2,9,0.455,2,0,45.68000000000001,0,1,0,0,3952.3680000000004,41.29599999999999,0.22502964899283906,Low,120,0,108
CUST_001840,6,Premium,156.08,12,20.2,5,0,2,3,0.316,11,0,30.379999999999995,1,0,1,0,749.1840000000001,50.886,0.789672336594849,Critical,120,0,88
CUST_001841,11,Standard,73.12,15,37.9,4,0,2,5,0.26,6,1,41.56999999999999,0,0,1,0,643.4560000000001,47.528999999999996,0.6054919398520748,High,44,1,92
CUST_001842,13,Standard,79.19,14,23.0,3,0,1,9,0.231,7,0,43.52,0,0,1,0,823.576,36.944,0.5572573784329964,High,120,0,97
CUST_001843,13,Basic,27.72,18,25.5,1,0,1,8,0.479,0,1,51.23,0,0,0,0,288.288,14.631,0.3970892589706211,Medium,62,1,102
CUST_001844,22,Standard,73.65,16,41.1,1,0,2,2,0.429,9,1,40.910000000000004,0,0,0,0,1296.2400000000002,27.727,0.48781363214834017,Medium,93,1,99
CUST_001845,68,Premium,146.8,17,56.0,2,1,2,7,0.484,2,0,57.48,1,1,0,0,7985.920000000002,37.756,0.1371254240095261,Low,120,0,109
CUST_001846,6,Standard,73.17,17,17.6,3,0,1,7,0.692,7,0,50.12,0,0,1,0,351.216,34.964,0.628407688408308,High,120,0,97
CUST_001847,3,Premium,154.93,15,13.3,2,1,2,6,0.248,3,1,35.949999999999996,1,1,0,0,371.83200000000005,54.215,0.6223017703993614,High,10,1,89
CUST_001848,5,Standard,78.31,21,65.4,1,0,0,7,0.181,2,0,58.24,0,0,0,0,313.24,12.527999999999999,0.29218271237815197,Medium,120,0,102
CUST_001849,52,Basic,29.18,14,6.5,1,2,1,4,0.752,3,0,38.989999999999995,0,1,0,0,1213.888,53.303000000000004,0.45588640379391787,Medium,120,0,104
CUST_001850,24,Basic,26.95,20,14.6,1,1,1,10,0.397,0,0,52.32,0,1,0,0,517.4399999999999,39.304,0.334372850361212,Medium,120,0,104
CUST_001851,8,Standard,73.31,23,6.9,2,1,2,4,0.554,1,0,44.150000000000006,0,1,0,0,469.184,51.754999999999995,0.5853304959594067,High,120,0,94
CUST_001852,40,Premium,151.49,15,30.5,2,0,3,4,0.601,0,0,44.17,1,0,0,0,4847.68,26.749000000000002,0.37152261281386295,Medium,120,0,103
CUST_001853,47,Premium,163.45,14,30.5,4,0,2,6,0.43,7,0,43.75,1,0,1,0,6145.72,46.875,0.4298060137898802,Medium,120,0,103
CUST_001854,44,Basic,26.66,22,17.5,1,0,1,5,0.521,2,0,47.67,0,0,0,0,938.432,25.698999999999998,0.3113176064398216,Medium,120,0,106
CUST_001855,60,Standard,75.61,15,56.4,2,0,1,6,0.473,22,0,53.38,0,0,0,1,3629.2800000000007,38.986,0.22490804473018375,Low,120,0,107
CUST_001856,6,Standard,84.84,18,23.8,3,0,2,1,0.246,12,0,32.06,0,0,1,0,407.232,50.382000000000005,0.745163781092126,High,120,0,119
CUST_001857,33,Standard,72.24,13,39.2,5,0,0,7,0.462,2,0,48.0,0,0,1,0,1907.1359999999997,35.6,0.4378067926219464,Medium,120,0,100
CUST_001858,14,Basic,31.18,12,30.7,3,1,2,5,0.347,5,0,38.150000000000006,0,1,1,0,349.216,73.555,0.6159185545579189,High,120,0,92
CUST_001859,44,Basic,29.14,12,17.8,2,1,0,10,0.532,10,0,47.980000000000004,0,1,0,0,1025.728,40.606,0.3539329456759572,Medium,120,0,106
CUST_001860,31,Basic,28.47,14,39.0,2,0,1,3,0.598,1,0,43.66,0,0,0,0,706.056,26.902,0.4082713823128148,Medium,120,0,101
CUST_001861,35,Basic,27.9,14,49.3,4,0,4,3,0.493,1,0,44.65,0,0,1,0,781.2,46.605000000000004,0.45563824477998516,Medium,120,0,100
CUST_001862,25,Basic,27.82,19,14.0,1,1,1,4,0.511,3,1,41.42,0,1,0,0,556.4,52.574,0.47778343441628646,Medium,85,1,100
CUST_001863,4,Basic,27.87,15,29.4,1,1,0,7,0.512,5,0,48.05999999999999,0,1,0,0,89.18400000000001,40.582,0.5044637611192357,High,120,0,98
CUST_001864,18,Standard,85.08,21,16.0,5,1,1,8,0.492,0,1,51.64,0,1,1,0,1225.152,59.508,0.5296704765189051,High,62,1,96
CUST_001865,100,Standard,82.54,15,11.5,1,1,0,7,0.438,4,0,41.21,0,1,0,0,6603.200000000001,42.637,0.13828101060177495,Low,120,0,110
CUST_001866,66,Enterprise,309.15,13,18.8,4,3,1,9,0.229,1,0,41.22,1,1,1,0,16323.119999999999,62.634,0.39603860985917594,Medium,120,0,103
CUST_001867,1,Basic,30.73,14,44.8,2,1,1,7,0.365,14,1,48.739999999999995,0,1,0,0,24.584000000000003,40.378,0.5553436699549497,High,7,1,95
CUST_001868,4,Standard,75.16,9,54.7,0,2,0,4,0.36,19,0,40.61,0,1,0,1,240.512,67.81700000000001,0.5863227552327072,High,120,0,90
CUST_001869,3,Standard,80.87,15,64.4,0,2,1,4,0.275,9,0,47.82,0,1,0,0,194.08800000000002,50.654,0.4946940302958166,Medium,120,0,96
CUST_001870,31,Basic,28.77,15,28.6,1,0,2,6,0.407,1,0,43.720000000000006,0,0,0,0,713.4960000000001,26.884,0.3666648004622644,Medium,120,0,103
CUST_001871,40,Premium,157.42,15,46.8,2,0,0,9,0.202,8,0,51.080000000000005,1,0,0,0,5037.44,14.675999999999998,0.2548042533966393,Medium,120,0,106
CUST_001872,5,Basic,27.89,10,19.7,1,1,0,7,0.529,5,0,40.49,0,1,0,0,111.56,42.852999999999994,0.5789951240479053,High,120,0,95
CUST_001873,16,Enterprise,307.56,16,19.3,2,1,3,9,0.255,13,0,44.89000000000001,1,1,0,0,3936.768,41.533,0.5245151913405635,High,120,0,98
CUST_001874,44,Premium,160.39,16,48.8,2,1,1,3,0.645,3,0,49.54,1,1,0,0,5645.728,50.138,0.30440828093373495,Medium,120,0,104
CUST_001875,31,Standard,77.45,12,30.7,3,0,2,8,0.681,27,1,50.830000000000005,0,0,1,1,1920.7600000000002,49.751,0.5447425859018685,High,114,1,102
CUST_001876,18,Standard,72.15,18,57.7,1,1,1,7,0.224,11,1,53.78999999999999,0,1,0,0,1038.96,38.863,0.33827161559865804,Medium,66,1,103
CUST_001877,21,Premium,149.48,14,5.7,2,0,3,4,0.314,1,0,29.99,1,0,0,0,2511.264,31.003,0.5944998024343182,High,120,0,93
CUST_001878,17,Standard,76.57,9,50.2,2,1,2,3,0.241,7,0,34.88,0,1,0,0,1041.3519999999999,54.536,0.5313185373417769,High,120,0,93
CUST_001879,8,Standard,81.72,6,23.6,2,0,3,6,0.118,5,1,27.439999999999998,0,0,0,0,523.008,31.768,0.6397153750203205,High,34,1,89
CUST_001880,19,Basic,31.62,17,37.0,1,0,3,8,0.29,9,0,49.9,0,0,0,0,480.624,15.03,0.39700358807191327,Medium,120,0,103
CUST_001881,28,Basic,28.92,16,27.4,3,2,2,7,0.435,3,1,46.919999999999995,0,1,1,0,647.808,60.924,0.5245399811028575,High,94,1,99
CUST_001882,49,Standard,78.47,21,32.1,2,1,0,7,0.568,0,0,55.989999999999995,0,1,0,0,3076.024,38.203,0.22240064191338077,Low,120,0,107
CUST_001883,24,Standard,81.44,20,33.6,3,0,4,9,0.44,3,0,56.879999999999995,0,0,1,0,1563.6480000000001,32.936,0.3963019704038849,Medium,120,0,103
CUST_001884,34,Premium,137.18,14,39.8,3,1,1,4,0.49,7,0,43.739999999999995,1,1,1,0,3731.2960000000003,71.878,0.47777718608100694,Medium,120,0,100
CUST_001885,4,Basic,27.57,18,16.4,1,0,2,5,0.548,1,0,43.879999999999995,0,0,0,0,88.224,26.836000000000002,0.5586849672457497,High,120,0,96
CUST_001886,14,Premium,161.49,12,8.9,0,0,2,7,0.678,19,0,42.230000000000004,1,0,0,1,1808.688,32.330999999999996,0.5802706315771844,High,120,0,98
CUST_001887,1,Basic,29.99,13,44.3,3,2,1,7,0.7,2,0,54.290000000000006,0,1,1,0,23.992,58.713,0.6090704686311651,High,120,0,94
CUST_001888,6,Standard,71.31,17,21.4,1,0,1,6,0.522,6,0,45.85999999999999,0,0,0,0,342.288,26.242000000000004,0.5391702440119126,High,120,0,98
CUST_001889,31,Standard,74.33,10,8.6,1,0,1,7,0.215,0,0,30.879999999999995,0,0,0,0,1843.384,20.736,0.4551558177907486,Medium,120,0,100
CUST_001890,115,Standard,81.89,14,11.0,2,0,1,3,0.492,0,0,33.14,0,0,0,0,7533.880000000001,30.058,0.1440152915746372,Low,120,0,110
CUST_001891,2,Basic,30.53,13,26.3,1,3,2,0,0.452,5,1,29.93,0,1,0,0,48.848000000000006,56.021,0.7846240400948598,Critical,7,1,87
CUST_001892,12,Standard,84.37,9,23.8,4,1,0,9,0.823,4,0,50.6,0,1,1,0,809.9520000000001,59.82,0.5950212248951551,High,120,0,97
